sep=,
DeviceTag:,R Forearm - 9,,,,,,,,,,,,,,,,,
FirmwareVersion:,3.0.0,,,,,,,,,,,,,,,,,
AppVersion:,2023.6.1,,,,,,,,,,,,,,,,,
StartTime:,2024-05-28 16:22:18.000 +0200,,,,,,,,,,,,,,,,,
 2024,,,,,,,,,,,,,,,,,,,

PacketCounter,SampleTimeFine,Quat_W,Quat_X,Quat_Y,Quat_Z,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,
0, 1391342954, 0.29913065, -0.033319015, -0.19537547, 0.9334021, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 
1, 1391359621, 0.29970893, -0.033270516, -0.19327846, 0.9336547, 0.5288667678833008, -3.3997888565063477, 9.0001859664917, 3.212620973587036, 2.889209270477295, -5.483180522918701, 
2, 1391376288, 0.29971746, -0.032420233, -0.19025956, 0.93430185, 0.6055960059165955, -3.4495785236358643, 8.934428215026855, -0.8202083706855774, 3.3379945755004883, -5.983818531036377, 
3, 1391392955, 0.3007887, -0.03161648, -0.18877146, 0.934287, 0.6613049507141113, -3.4372081756591797, 8.954888343811035, -5.659024238586426, 3.462190866470337, -6.294053077697754, 
4, 1391409622, 0.302941, -0.03131592, -0.18876816, 0.93360204, 0.6276959180831909, -3.5354228019714355, 8.833222389221191, -11.52433967590332, 4.123346328735352, -5.941112995147705, 
5, 1391426289, 0.3051463, -0.03175654, -0.1900494, 0.9326084, 0.5338507890701294, -3.740325927734375, 8.74648666381836, -15.053993225097656, 4.643887519836426, -5.28590202331543, 
6, 1391442956, 0.30690575, -0.03271741, -0.19196358, 0.9316054, 0.5951318144798279, -3.971752643585205, 8.632845878601074, -14.122187614440918, 4.325277328491211, -4.788093090057373, 
7, 1391459623, 0.30802587, -0.03368541, -0.19428682, 0.9307192, 0.6077889800071716, -4.0031867027282715, 8.614082336425781, -11.761857986450195, 3.5215370655059814, -3.949429750442505, 
8, 1391476290, 0.30865377, -0.03454246, -0.1966357, 0.92998606, 0.5691456198692322, -4.112522602081299, 8.532470703125, -9.963409423828125, 2.7539496421813965, -2.8886656761169434, 
9, 1391492957, 0.30908674, -0.035292245, -0.19871075, 0.92937297, 0.5442886352539062, -4.137650966644287, 8.515182495117188, -6.781257152557373, 1.9843119382858276, -1.8498389720916748, 
10, 1391509624, 0.3095978, -0.035955805, -0.20064282, 0.928762, 0.5060567855834961, -4.035980701446533, 8.510945320129395, -5.447181701660156, 0.6566392183303833, -0.85004723072052, 
11, 1391526291, 0.30999038, -0.036600046, -0.20255789, 0.92819005, 0.5478436350822449, -4.018836975097656, 8.56209659576416, -6.1665143966674805, -0.2176695615053177, 0.14401382207870483, 
12, 1391542958, 0.31002176, -0.037212357, -0.20460822, 0.9277055, 0.5155447721481323, -3.9842426776885986, 8.632407188415527, -8.095419883728027, -0.7077174186706543, 0.9875552654266357, 
13, 1391559625, 0.3096867, -0.03778499, -0.20682701, 0.927302, 0.5223298668861389, -4.008683204650879, 8.599603652954102, -10.350749015808105, -1.2578400373458862, 1.474875807762146, 
14, 1391576292, 0.30915594, -0.03835849, -0.20911598, 0.92694217, 0.4250641465187073, -4.156606197357178, 8.636866569519043, -11.714371681213379, -1.420276165008545, 1.8890975713729858, 
15, 1391592959, 0.30861115, -0.038756974, -0.21102238, 0.92667514, 0.3337164521217346, -4.319404602050781, 8.633162498474121, -9.250182151794434, -1.9640719890594482, 1.6041558980941772, 
16, 1391609626, 0.30837187, -0.03897817, -0.21241415, 0.9264275, 0.3848699927330017, -4.296553134918213, 8.735433578491211, -5.482975959777832, -2.9222686290740967, 1.4570363759994507, 
17, 1391626293, 0.3082275, -0.039150167, -0.21362245, 0.92619026, 0.34905073046684265, -4.135858058929443, 8.756024360656738, -4.463743209838867, -3.2313244342803955, 1.4615695476531982, 
18, 1391642960, 0.30805996, -0.039348993, -0.21498911, 0.9259214, 0.4842939078807831, -4.044726848602295, 8.685479164123535, -6.225934982299805, -3.35929799079895, 0.9210904240608215, 
19, 1391659627, 0.30814633, -0.039639786, -0.21659589, 0.92550576, 0.5692561864852905, -4.164541721343994, 8.680839538574219, -8.60720157623291, -3.402148723602295, 0.3988858759403229, 
20, 1391676294, 0.30713856, -0.039668903, -0.21826757, 0.92544687, 0.5650217533111572, -4.321402549743652, 8.681060791015625, -9.059099197387695, -3.3838868141174316, 0.6118556261062622, 
21, 1391692961, 0.30670506, -0.0397474, -0.21980609, 0.92522305, 0.4947328269481659, -4.299320697784424, 8.650229454040527, -8.261992454528809, -3.7828807830810547, 1.036885380744934, 
22, 1391709628, 0.30640545, -0.03977659, -0.22120892, 0.9249867, 0.5189897418022156, -4.334370136260986, 8.635497093200684, -7.314706802368164, -4.490445137023926, 2.0074660778045654, 
23, 1391726295, 0.30599406, -0.03964205, -0.22235438, 0.92485386, 0.6420741677284241, -4.3207688331604, 8.712718963623047, -5.290355205535889, -5.48367977142334, 3.445773124694824, 
24, 1391742962, 0.30502957, -0.039408654, -0.22345014, 0.9249184, 0.6593090891838074, -4.263948440551758, 8.762064933776855, -4.920559883117676, -5.910041809082031, 5.496275901794434, 
25, 1391759629, 0.30347687, -0.039100207, -0.22460394, 0.9251628, 0.6576876044273376, -4.271650314331055, 8.746548652648926, -5.38371467590332, -6.433836460113525, 7.656299114227295, 
26, 1391776296, 0.30170494, -0.038830187, -0.22580372, 0.9254616, 0.635616660118103, -4.1887102127075195, 8.70434856414795, -5.911618232727051, -6.692422389984131, 9.534927368164062, 
27, 1391792963, 0.29971802, -0.03865978, -0.22712259, 0.92579156, 0.6746163368225098, -4.1683430671691895, 8.707234382629395, -7.094056129455566, -6.695560932159424, 11.325642585754395, 
28, 1391809630, 0.29763994, -0.03849239, -0.22832258, 0.9261736, 0.6697611808776855, -4.24519681930542, 8.706297874450684, -6.450998783111572, -6.860918045043945, 12.767743110656738, 
29, 1391826297, 0.2956178, -0.038225833, -0.22924125, 0.9266053, 0.7074002623558044, -4.213224411010742, 8.791572570800781, -4.377893447875977, -7.722940921783447, 14.319658279418945, 
30, 1391842964, 0.29327005, -0.03788316, -0.2300504, 0.9271647, 0.745721161365509, -4.113022327423096, 8.841090202331543, -3.6269798278808594, -8.198262214660645, 16.043254852294922, 
31, 1391859631, 0.29059488, -0.037548155, -0.2308649, 0.927818, 0.7823614478111267, -4.013923645019531, 8.906489372253418, -3.8907668590545654, -8.216924667358398, 17.54369354248047, 
32, 1391876298, 0.28783822, -0.037324894, -0.23169592, 0.92847896, 0.7844611406326294, -3.98714280128479, 8.892306327819824, -4.44606351852417, -7.820271968841553, 18.7416934967041, 
33, 1391892965, 0.28482622, -0.037042852, -0.23242398, 0.9292369, 0.824013888835907, -3.9179317951202393, 8.884031295776367, -3.8816747665405273, -7.850432395935059, 19.53468894958496, 
34, 1391909632, 0.28191084, -0.036832884, -0.23308128, 0.9299692, 0.8477371335029602, -3.8215341567993164, 8.880101203918457, -3.741598606109619, -7.497810363769531, 19.98138999938965, 
35, 1391926299, 0.27897865, -0.036659162, -0.23374589, 0.93069327, 0.8382464647293091, -3.763005495071411, 8.806511878967285, -4.105465888977051, -7.222343921661377, 20.156322479248047, 
36, 1391942966, 0.27608827, -0.03651864, -0.23457222, 0.93135256, 0.8384671211242676, -3.716181755065918, 8.693683624267578, -5.518406391143799, -7.069411277770996, 19.622926712036133, 
37, 1391959633, 0.27320185, -0.036298566, -0.23558328, 0.93195695, 0.8126140832901001, -3.7885239124298096, 8.723379135131836, -6.8723464012146, -7.407536506652832, 18.505643844604492, 
38, 1391976300, 0.270254, -0.035871115, -0.23659562, 0.9325763, 0.8147544264793396, -3.8271408081054688, 8.759565353393555, -6.727581977844238, -7.978341579437256, 17.056499481201172, 
39, 1391992967, 0.26786077, -0.035402875, -0.23761955, 0.9330243, 0.7216942310333252, -3.7583999633789062, 8.745723724365234, -6.855759620666504, -8.260478019714355, 15.02603530883789, 
40, 1392009634, 0.26582152, -0.034919437, -0.23853438, 0.93339217, 0.6574238538742065, -3.823082447052002, 8.857633590698242, -6.264705657958984, -7.798356533050537, 13.080655097961426, 
41, 1392026301, 0.2642353, -0.03432066, -0.23899178, 0.93374777, 0.6853334903717041, -3.858675003051758, 8.928525924682617, -3.084808349609375, -7.387988567352295, 10.84867000579834, 
42, 1392042968, 0.2628225, -0.033599805, -0.2390378, 0.9341608, 0.7539111375808716, -3.8097083568573, 9.011174201965332, -0.2408747375011444, -6.746580123901367, 8.949023246765137, 
43, 1392059635, 0.2616786, -0.032927528, -0.23892204, 0.9345355, 0.7849947214126587, -3.6794774532318115, 9.180410385131836, 0.6254687309265137, -5.864925384521484, 7.620657444000244, 
44, 1392076302, 0.26072693, -0.03249147, -0.23910893, 0.9347688, 0.7152509689331055, -3.520979642868042, 9.207026481628418, -2.0896379947662354, -4.455458164215088, 6.311206817626953, 
45, 1392092969, 0.2600455, -0.03234888, -0.23979446, 0.934788, 0.6914652585983276, -3.563122510910034, 9.175806045532227, -6.275407791137695, -3.0018861293792725, 4.599984645843506, 
46, 1392109636, 0.2598065, -0.0324346, -0.2406155, 0.9346407, 0.7496604323387146, -3.8012731075286865, 9.206527709960938, -7.790398597717285, -1.5945956707000732, 2.8571290969848633, 
47, 1392126303, 0.25987163, -0.0325364, -0.24123262, 0.9344599, 0.6817286610603333, -3.8724217414855957, 9.185551643371582, -6.563690662384033, -0.7017111778259277, 1.0499478578567505, 
48, 1392142970, 0.26015344, -0.032622136, -0.24164698, 0.9342713, 0.6295008659362793, -3.8546807765960693, 9.071609497070312, -5.274974822998047, 0.0603371262550354, -0.652714192867279, 
49, 1392159637, 0.2605264, -0.032731842, -0.2419917, 0.9340743, 0.6413456201553345, -3.842320680618286, 9.056708335876465, -4.981606483459473, 1.0121691226959229, -2.2412524223327637, 
50, 1392176304, 0.26108652, -0.032945514, -0.24248482, 0.9337826, 0.6457474231719971, -3.8894193172454834, 8.9684419631958, -6.311495304107666, 1.9817638397216797, -3.9576878547668457, 
51, 1392192971, 0.26203582, -0.033296257, -0.2432075, 0.933316, 0.5833901762962341, -3.9812583923339844, 8.849455833435059, -8.19775676727295, 2.696333169937134, -5.838263511657715, 
52, 1392209638, 0.26385626, -0.033835072, -0.24411197, 0.93254733, 0.5973837375640869, -4.082444190979004, 8.728472709655762, -9.736160278320312, 3.131467819213867, -8.129910469055176, 
53, 1392226305, 0.26568502, -0.03427759, -0.24518682, 0.9317296, 0.6543354988098145, -4.245846271514893, 8.739901542663574, -10.844926834106445, 3.2265052795410156, -10.408114433288574, 
54, 1392242972, 0.26782858, -0.03467056, -0.24626899, 0.93081534, 0.6000328063964844, -4.411554336547852, 8.734492301940918, -10.784299850463867, 3.035818338394165, -11.994091033935547, 
55, 1392259639, 0.26976225, -0.03492402, -0.24726655, 0.9299828, 0.4971310496330261, -4.450528621673584, 8.675247192382812, -9.977486610412598, 2.968341588973999, -12.69101333618164, 
56, 1392276306, 0.27163044, -0.03512202, -0.24822178, 0.92917675, 0.6159647107124329, -4.412001132965088, 8.585538864135742, -9.533401489257812, 2.7403886318206787, -12.705191612243652, 
57, 1392292973, 0.27350816, -0.03541177, -0.24924214, 0.9283414, 0.6465181112289429, -4.436197280883789, 8.5199556350708, -10.053071022033691, 2.8358473777770996, -12.038825988769531, 
